age,ast_pct,blk_pct,bpm,drb_pct,fg3a_per_fga_pct,g,mp,orb_pct,playerID,playerName,pos,stl_pct,teamid,tov_pct,trb_pct,ts_pct,usg_pct,vorp,year
26,18.4,0.0,-11.2,5.7,.458,10,82,0.0,augusdj01,"Augustin,D.J.",PG,0.6,TOR,25.3,2.8,.394,19.8,-0.2,2014
26,29.3,0.1,1.0,6.7,.463,61,1857,0.9,augusdj01,"Augustin,D.J.",PG,1.5,CHI,12.8,3.9,.574,22.5,1.4,2014
28,10.0,1.8,-0.2,22.3,.000,26,429,11.4,ayongu01,"Ayon,Gustavo",C,3.0,ATL,20.7,16.9,.505,14.8,0.2,2014
26,8.6,1.9,0.5,19.2,.000,73,952,11.0,pendeje02,"Ayres,Jeff",PF,0.7,SAS,24.1,15.3,.605,12.4,0.6,2014
23,3.3,0.0,-4.4,11.5,.900,14,132,3.3,babbch01,"Babb,Chris",SG,2.3,BOS,9.1,7.3,.367,11.1,-0.1,2014
24,9.4,1.9,-1.4,17.5,.617,27,473,4.4,babbilu01,"Babbitt,Luke",PF,0.8,NOP,8.5,10.8,.525,17.0,0.1,2014
31,13.4,0.8,-3.9,9.7,.191,20,368,1.5,barbole01,"Barbosa,Leandro",PG,1.0,PHO,11.4,5.6,.506,20.0,-0.2,2014
29,32.7,0.0,-3.6,10.5,.352,79,1471,1.2,bareajo01,"Barea,J.J.",PG,0.9,MIN,15.2,5.7,.471,23.9,-0.6,2014
28,6.1,3.7,-2.4,14.7,.215,42,1257,6.3,bargnan01,"Bargnani,Andrea",C,0.6,NYK,9.6,10.4,.510,22.4,-0.1,2014
21,7.6,0.7,-1.4,11.9,.280,78,2204,3.3,barneha02,"Barnes,Harrison",SF,1.5,GSW,10.0,7.7,.486,16.8,0.3,2014
33,10.6,1.2,1.5,14.4,.537,63,1735,4.0,barnema02,"Barnes,Matt",SF,1.6,LAC,13.0,9.3,.552,16.6,1.5,2014
23,13.3,1.3,-2.7,16.0,.212,41,387,4.5,bartowi01,"Barton,Will",SG,1.2,POR,9.6,10.3,.488,21.2,-0.1,2014
28,6.4,2.4,-1.2,15.9,.008,82,2266,7.8,bassbr01,"Bass,Brandon",PF,0.8,BOS,10.9,11.8,.549,18.2,0.5,2014
35,6.0,2.3,0.8,8.6,.764,73,1468,3.0,battish01,"Battier,Shane",SF,1.8,MIA,6.9,5.9,.523,10.0,1.1,2014
25,20.9,1.3,4.2,17.8,.491,82,2956,4.3,batumni01,"Batum,Nicolas",SF,1.3,POR,18.6,11.1,.589,16.5,4.6,2014
25,18.5,0.4,-1.8,8.6,.344,72,1686,1.5,bayleje01,"Bayless,Jerryd",PG,1.9,TOT,10.9,5.0,.498,20.1,0.1,2014
25,15.6,0.6,-2.0,9.3,.347,31,650,1.5,bayleje01,"Bayless,Jerryd",PG,1.6,MEM,7.7,5.4,.473,20.3,0.0,2014
25,20.4,0.3,-1.7,8.1,.341,41,1036,1.5,bayleje01,"Bayless,Jerryd",PG,2.0,BOS,12.9,4.7,.514,19.9,0.1,2014
27,9.9,0.7,-4.0,19.4,.000,53,491,13.6,baynear01,"Baynes,Aron",C,0.2,SAS,17.3,16.6,.467,19.2,-0.2,2014
24,15.7,1.0,-2.5,12.6,.373,67,911,1.2,bazemke01,"Bazemore,Kent",SG,2.3,TOT,16.8,6.9,.515,22.6,-0.1,2014
24,10.9,1.7,-5.7,14.0,.402,44,268,2.1,bazemke01,"Bazemore,Kent",SG,2.2,GSW,19.9,8.1,.448,23.1,-0.3,2014
24,17.7,0.8,-1.2,12.0,.362,23,643,0.8,bazemke01,"Bazemore,Kent",SG,2.3,LAL,15.5,6.4,.543,22.3,0.1,2014
20,16.0,0.6,-1.1,10.2,.299,73,2530,2.4,bealbr01,"Beal,Bradley",SG,1.4,WAS,9.4,6.3,.507,24.3,0.5,2014
25,8.8,2.2,-3.5,20.5,.152,55,831,4.9,beaslmi01,"Beasley,Michael",SF,1.5,MIA,12.8,13.0,.559,25.7,-0.3,2014
27,13.2,0.3,1.7,11.2,.422,80,2016,1.0,belinma01,"Belinelli,Marco",SF,1.3,SAS,11.2,6.3,.605,19.0,1.9,2014
20,4.0,1.0,-7.3,18.4,.236,52,663,8.1,bennean01,"Bennett,Anthony",PF,1.6,CLE,15.5,13.1,.425,20.3,-0.9,2014
25,12.8,1.0,2.5,7.4,.530,56,1751,4.9,beverpa01,"Beverley,Patrick",PG,2.2,HOU,11.2,6.2,.545,14.8,2.0,2014
27,0.0,0.0,-15.0,39.7,.000,6,45,5.0,biedran01,"Biedrins,Andris",C,0.0,UTA,35.5,21.8,.412,5.7,-0.1,2014
37,18.7,0.3,-6.3,8.9,.608,19,309,1.3,billuch01,"Billups,Chauncey",SG,1.3,DET,22.9,4.9,.427,15.1,-0.3,2014
21,1.1,6.3,-2.5,27.6,.000,77,1072,11.0,biyombi01,"Biyombo,Bismack",C,0.3,CHA,17.9,19.3,.606,9.6,-0.1,2014
24,8.9,1.4,0.6,21.6,.005,78,1214,13.3,blairde01,"Blair,DeJuan",PF,2.5,DAL,14.7,17.5,.557,19.6,0.8,2014
33,28.8,0.4,-1.6,10.4,.595,55,1498,0.9,blakest01,"Blake,Steve",PG,1.8,TOT,21.5,5.7,.508,13.8,0.2,2014
33,33.0,0.2,-1.6,11.4,.562,27,891,1.0,blakest01,"Blake,Steve",PG,1.9,LAL,22.2,6.2,.515,15.7,0.1,2014
33,22.7,0.7,-1.6,9.0,.658,28,607,0.9,blakest01,"Blake,Steve",PG,1.6,GSW,20.1,5.0,.494,11.2,0.1,2014
27,12.8,2.0,0.1,19.9,.080,73,1618,8.9,blatcan01,"Blatche,Andray",PF,2.4,BRK,12.5,14.4,.532,25.6,0.8,2014
24,27.0,0.8,2.9,13.8,.252,43,1416,2.1,bledser01,"Bledsoe,Eric",PG,2.4,PHO,17.8,8.0,.578,24.9,1.8,2014
21,10.7,0.0,-13.9,23.4,.250,3,15,0.0,blueva01,"Blue,Vander",SG,0.0,BOS,24.4,11.4,.403,24.3,0.0,2014
33,7.7,0.0,-2.1,6.4,1.000,6,55,0.0,boganke01,"Bogans,Keith",SG,0.9,BOS,12.0,3.1,.820,6.7,0.0,2014
29,9.3,5.2,4.4,29.7,.000,67,1769,11.4,bogutan01,"Bogut,Andrew",C,1.3,GSW,19.4,20.7,.610,12.4,2.8,2014
33,6.1,1.2,0.3,17.9,.598,61,690,2.7,bonnema01,"Bonner,Matt",PF,1.1,SAS,8.6,10.6,.582,12.1,0.4,2014
26,6.3,2.4,0.2,17.5,.005,72,1553,10.9,booketr01,"Booker,Trevor",PF,1.4,WAS,11.7,14.1,.563,14.4,0.8,2014
32,10.9,0.8,-3.4,25.9,.002,76,2141,7.4,boozeca01,"Boozer,Carlos",PF,1.3,CHI,12.6,16.8,.489,26.3,-0.7,2014
29,5.8,2.7,0.5,20.3,.229,79,2531,5.1,boshch01,"Bosh,Chris",C,1.7,MIA,10.4,13.0,.597,22.6,1.6,2014
23,8.1,0.5,-2.5,11.2,.242,60,1855,2.9,bradlav01,"Bradley,Avery",SG,1.7,BOS,9.9,6.9,.510,23.2,-0.2,2014
34,8.1,4.9,0.5,21.5,.006,73,1414,8.0,brandel01,"Brand,Elton",C,1.4,ATL,13.8,14.8,.561,13.9,0.9,2014
27,7.9,0.9,1.7,6.2,.261,81,2609,2.6,breweco01,"Brewer,Corey",SF,2.9,MIN,10.4,4.3,.550,16.5,2.4,2014
28,8.1,0.5,-3.4,7.9,.533,24,160,1.5,brewero02,"Brewer,Ronnie",SF,1.9,TOT,11.2,4.9,.220,4.9,-0.1,2014
28,8.2,0.5,-3.4,8.0,.533,23,158,1.5,brewero02,"Brewer,Ronnie",SF,1.9,HOU,11.2,4.9,.220,5.0,-0.1,2014
28,0.0,0.0,-6.3,0.0,,1,2,0.0,brewero02,"Brewer,Ronnie",SF,0.0,CHI,,0.0,,0.0,0.0,2014
29,23.3,0.6,-1.5,6.7,.427,72,1557,3.1,brookaa01,"Brooks,Aaron",PG,1.6,TOT,15.8,4.9,.518,20.5,0.2,2014
29,18.1,0.6,-1.9,5.7,.502,43,716,3.8,brookaa01,"Brooks,Aaron",PG,1.7,HOU,15.3,4.8,.529,20.4,0.0,2014
29,27.7,0.6,-1.2,7.5,.365,29,841,2.6,brookaa01,"Brooks,Aaron",PG,1.6,DEN,16.2,5.0,.508,20.5,0.2,2014
25,12.9,0.9,-3.7,15.5,.200,35,316,3.4,brookma01,"Brooks,MarShon",SG,2.2,TOT,14.3,9.3,.551,23.4,-0.1,2014
25,8.6,1.1,-8.3,28.8,.167,10,73,1.5,brookma01,"Brooks,MarShon",SG,0.7,BOS,18.8,14.8,.514,22.6,-0.1,2014
25,0.0,0.0,-18.4,28.6,.154,7,15,7.4,brookma01,"Brooks,MarShon",SG,3.3,GSW,0.0,18.2,.440,43.3,-0.1,2014
25,15.2,0.9,-1.3,10.3,.216,18,228,3.7,brookma01,"Brooks,MarShon",SG,2.6,LAL,14.6,7.0,.578,22.3,0.0,2014
23,27.5,1.1,-6.8,10.0,.349,26,224,3.7,brownlo01,"Brown,Lorenzo",PG,2.8,PHI,14.9,6.8,.349,20.4,-0.3,2014
28,5.0,0.0,-7.0,9.5,.030,29,251,3.2,brownsh01,"Brown,Shannon",SG,2.7,TOT,19.3,6.4,.419,17.1,-0.3,2014
28,6.4,0.0,-10.1,12.6,.071,10,103,1.1,brownsh01,"Brown,Shannon",SG,0.5,SAS,20.0,7.1,.360,17.5,-0.2,2014
28,4.1,0.0,-4.9,7.4,.000,19,148,4.6,brownsh01,"Brown,Shannon",SG,4.3,NYK,18.8,6.0,.462,16.7,-0.1,2014
35,34.6,0.4,-5.9,14.5,.219,6,177,1.2,bryanko01,"Bryant,Kobe",SG,1.9,LAL,29.2,7.8,.505,28.7,-0.2,2014
25,6.2,0.2,-2.6,12.5,.472,41,751,2.7,budinch01,"Budinger,Chase",SF,1.2,MIN,8.1,7.5,.505,16.7,-0.1,2014
22,4.3,0.2,-4.7,11.7,.603,43,395,3.2,bullore01,"Bullock,Reggie",SF,1.1,LAC,9.4,7.6,.460,15.4,-0.3,2014
21,29.4,0.2,-2.5,9.0,.375,70,2262,1.8,burketr01,"Burke,Trey",PG,1.0,UTA,12.2,5.3,.473,21.8,-0.3,2014
22,16.9,0.5,-1.2,10.7,.172,78,2193,3.0,burksal01,"Burks,Alec",SG,1.7,UTA,13.0,6.8,.547,23.9,0.5,2014
33,9.6,1.0,-2.1,16.8,.461,56,1419,1.7,butleca01,"Butler,Caron",SF,1.7,TOT,9.5,9.2,.512,20.1,0.0,2014
33,11.9,1.1,-3.9,20.5,.415,34,821,2.2,butleca01,"Butler,Caron",SF,1.5,MIL,12.1,11.0,.494,23.7,-0.4,2014
33,6.4,0.8,0.2,11.9,.548,22,598,1.0,butleca01,"Butler,Caron",SF,2.0,OKC,4.0,6.7,.548,15.0,0.3,2014
24,11.1,1.1,2.4,10.5,.346,67,2591,3.9,butleji01,"Butler,Jimmy",SG,2.6,CHI,10.8,7.2,.522,16.8,2.9,2014
34,7.4,1.8,-0.9,9.9,.564,50,378,1.9,butlera01,"Butler,Rasual",SG,1.0,IND,8.7,6.1,.585,15.4,0.1,2014
24,10.6,0.0,-4.5,15.2,.354,14,146,3.2,buyckdw01,"Buycks,Dwight",PG,2.9,TOR,16.1,9.2,.414,19.3,-0.1,2014
26,9.7,4.7,-3.4,20.3,.000,26,516,11.4,bynuman01,"Bynum,Andrew",C,0.6,TOT,12.1,15.8,.456,24.3,-0.2,2014
26,9.6,4.9,-3.1,18.9,.000,24,480,10.7,bynuman01,"Bynum,Andrew",C,0.6,CLE,11.9,14.7,.456,23.4,-0.1,2014
26,11.2,2.1,-7.4,38.8,.000,2,36,19.7,bynuman01,"Bynum,Andrew",C,0.0,IND,13.8,29.7,.459,36.9,0.0,2014
31,32.5,0.5,-3.5,8.2,.144,56,1054,2.4,bynumwi01,"Bynum,Will",PG,1.9,DET,17.6,5.1,.502,23.8,-0.4,2014
24,26.5,0.6,-1.1,11.5,.196,71,1173,2.3,calatni01,"Calathes,Nick",SG,3.0,MEM,22.8,6.9,.506,17.5,0.3,2014
32,22.4,0.4,1.3,7.6,.568,81,2468,1.4,caldejo01,"Calderon,Jose",PG,1.4,DAL,11.7,4.5,.596,16.2,2.1,2014
20,5.0,0.6,-2.1,8.6,.402,80,1583,2.5,caldwke01,"Caldwell-Pope,Kentavious",SG,2.4,DET,5.4,5.4,.483,13.9,0.0,2014
22,13.2,1.2,-3.4,7.1,.632,22,252,3.3,canaais01,"Canaan,Isaiah",PG,1.6,HOU,17.4,5.3,.506,21.0,-0.1,2014
27,8.9,0.7,2.1,14.5,.417,73,2341,5.3,carrode01,"Carroll,DeMarre",SF,2.3,ATL,10.1,10.0,.575,15.2,2.4,2014
37,16.5,1.5,1.1,12.6,.457,81,1973,4.0,cartevi01,"Carter,Vince",SG,1.6,DAL,10.7,8.3,.539,23.1,1.6,2014
22,30.2,1.4,-0.2,15.6,.197,70,2414,4.3,cartemi01,"Carter-Williams,Michael",PG,2.6,PHI,16.9,9.8,.480,25.7,1.1,2014
25,10.5,0.8,-0.8,16.8,.429,71,1283,5.1,casspom01,"Casspi,Omri",PF,1.7,HOU,13.4,11.3,.528,18.3,0.4,2014
27,24.3,0.6,1.2,9.6,.404,73,2178,2.5,chalmma01,"Chalmers,Mario",PG,2.9,MIA,20.4,6.2,.567,17.4,1.7,2014
31,5.5,3.4,1.3,27.0,.003,55,1662,10.9,chandty01,"Chandler,Tyson",C,1.2,NYK,15.4,18.7,.615,12.9,1.4,2014
26,9.3,1.2,0.2,13.3,.476,62,1927,3.2,chandwi01,"Chandler,Wilson",SF,1.2,DEN,8.9,8.2,.526,19.5,1.1,2014
30,10.7,0.0,-4.3,14.7,,4,24,0.0,childjo01,"Childress,Josh",SF,2.2,NOP,100.0,7.3,,1.9,0.0,2014
27,5.8,1.1,-3.6,14.1,.500,31,198,7.4,chrisdi01,"Christmas,Dionte",SF,0.5,PHO,7.6,10.8,.489,17.4,-0.1,2014
26,3.7,2.8,-4.8,18.2,.467,54,768,3.2,clarkea01,"Clark,Earl",PF,1.1,TOT,10.1,10.5,.466,17.9,-0.5,2014
26,3.6,2.3,-4.9,17.6,.483,45,698,3.1,clarkea01,"Clark,Earl",PF,1.2,CLE,10.7,10.2,.467,17.9,-0.5,2014
26,4.3,7.6,-3.9,24.2,.286,9,70,3.3,clarkea01,"Clark,Earl",PF,0.8,NYK,3.8,13.4,.453,17.5,0.0,2014
22,14.7,0.9,-4.7,11.1,.463,23,172,1.9,clarkia01,"Clark,Ian",SG,2.4,UTA,16.7,6.4,.485,22.4,-0.1,2014
25,9.1,1.1,-3.0,17.4,.429,21,184,5.3,clavevi01,"Claver,Victor",SF,0.8,POR,19.0,11.4,.502,13.7,0.0,2014
25,17.9,0.2,-3.0,8.6,.348,82,2014,1.1,coleno01,"Cole,Norris",PG,2.0,MIA,19.3,5.0,.497,15.6,-0.5,2014
35,3.5,0.5,-3.6,8.3,.125,22,172,4.9,collija04,"Collins,Jason",C,2.4,BRK,21.4,6.6,.485,8.9,-0.1,2014
26,21.9,0.6,1.0,7.3,.272,80,2069,2.6,collida01,"Collison,Darren",PG,2.2,LAC,14.3,5.0,.575,19.7,1.6,2014
33,10.9,1.7,0.6,14.1,.071,81,1353,10.2,collini01,"Collison,Nick",PF,1.1,OKC,20.1,12.2,.599,11.6,0.9,2014
26,30.1,0.4,3.4,8.4,.283,73,2446,2.0,conlemi01,"Conley,Mike",PG,2.4,MEM,11.5,5.2,.545,24.6,3.3,2014
29,12.6,2.0,1.4,10.1,.675,41,265,3.1,copelch01,"Copeland,Chris",SF,0.6,IND,10.2,6.8,.621,23.7,0.2,2014
23,17.8,3.2,4.7,30.5,.006,71,2298,10.6,couside01,"Cousins,DeMarcus",C,2.4,SAC,14.7,20.4,.555,32.7,3.9,2014
23,0.0,0.0,-3.6,9.3,.786,7,34,6.9,covinro01,"Covington,Robert",SF,2.9,HOU,6.7,8.2,.571,19.3,0.0,2014
21,8.7,0.7,-4.7,8.5,.424,15,100,1.1,crabbal01,"Crabbe,Allen",SG,1.0,POR,7.9,4.8,.475,16.5,-0.1,2014
33,17.4,0.4,0.2,6.4,.441,69,2094,1.9,crawfja01,"Crawford,Jamal",SG,1.4,LAC,10.5,4.2,.556,27.2,1.2,2014
25,25.1,0.2,-1.8,9.5,.362,81,1859,1.7,crawfjo02,"Crawford,Jordan",SG-PG,1.3,TOT,13.4,5.5,.516,23.7,0.1,2014
25,31.0,0.2,-0.3,10.0,.345,39,1198,1.7,crawfjo02,"Crawford,Jordan",PG,1.5,BOS,14.1,5.7,.525,22.0,0.5,2014
25,14.2,0.2,-4.6,8.6,.384,42,661,1.7,crawfjo02,"Crawford,Jordan",SG,1.0,GSW,12.4,5.2,.503,26.8,-0.4,2014
23,6.7,1.4,0.6,13.5,.510,78,1254,4.3,crowdja01,"Crowder,Jae",SF,2.4,DAL,11.3,8.9,.551,13.2,0.8,2014
26,7.7,2.7,-0.1,14.9,.010,81,1635,7.3,cunnida01,"Cunningham,Dante",PF,1.9,MIN,7.2,11.0,.474,15.1,0.8,2014
22,14.4,0.0,-5.1,7.2,.333,13,80,1.4,cunnija01,"Cunningham,Jared",SG,1.9,TOT,6.7,4.3,.464,16.6,-0.1,2014
22,18.8,0.0,-12.4,5.2,.500,5,22,0.0,cunnija01,"Cunningham,Jared",SG,0.0,ATL,41.0,2.6,.347,10.1,-0.1,2014
22,12.7,0.0,-2.3,7.9,.316,8,58,1.9,cunnija01,"Cunningham,Jared",SG,2.6,SAC,0.0,4.9,.477,19.1,0.0,2014
23,0.0,0.0,1.1,8.8,.333,2,13,0.0,curryse01,"Curry,Seth",PG,7.9,TOT,0.0,4.3,.500,10.3,0.0,2014
23,0.0,0.0,-5.2,0.0,,1,4,0.0,curryse01,"Curry,Seth",PG,0.0,MEM,,0.0,,0.0,0.0,2014
23,0.0,0.0,3.9,12.8,.333,1,9,0.0,curryse01,"Curry,Seth",PG,11.5,CLE,0.0,6.2,.500,14.9,0.0,2014
25,39.9,0.4,7.4,10.9,.445,78,2846,1.8,curryst01,"Curry,Stephen",PG,2.2,GSW,16.1,6.4,.610,28.3,6.7,2014
32,3.4,4.8,0.6,24.2,.003,80,1614,14.4,dalemsa01,"Dalembert,Samuel",C,1.3,DAL,17.1,19.4,.605,14.8,1.1,2014
22,11.4,0.0,-1.2,5.6,.806,5,75,0.0,danietr01,"Daniels,Troy",SG,0.0,HOU,8.8,3.0,.677,19.9,0.0,2014
26,7.0,0.3,-7.0,15.5,.402,34,238,6.1,datomlu01,"Datome,Luigi",SF,1.3,DET,9.8,10.6,.409,20.2,-0.3,2014
22,7.1,1.1,-5.9,13.9,.078,51,575,6.9,daviebr01,"Davies,Brandon",PF,2.0,PHI,18.8,10.2,.476,13.7,-0.6,2014
20,8.0,6.7,4.5,23.3,.009,67,2358,10.0,davisan02,"Davis,Anthony",PF,2.0,NOP,8.3,16.6,.582,25.2,3.9,2014
24,4.5,3.7,-1.3,20.9,.000,63,956,11.4,davised01,"Davis,Ed",PF,0.9,MEM,10.8,16.1,.542,17.8,0.2,2014
28,7.8,1.4,-2.5,16.4,.019,68,1662,7.4,davisgl01,"Davis,Glen",PF,1.8,TOT,10.4,11.9,.491,19.9,-0.2,2014
28,8.8,1.3,-2.3,16.4,.020,45,1354,7.2,davisgl01,"Davis,Glen",PF,1.7,ORL,9.5,11.8,.485,20.9,-0.1,2014
28,3.3,1.7,-3.2,16.7,.012,23,308,7.8,davisgl01,"Davis,Glen",PF,1.9,LAC,15.7,12.4,.527,15.5,-0.1,2014
25,8.2,2.0,-3.2,16.4,.544,22,148,3.9,dayeau01,"Daye,Austin",SF,1.4,TOT,6.5,10.4,.456,23.7,0.0,2014
25,9.2,0.0,-8.6,17.8,.615,8,33,7.0,dayeau01,"Daye,Austin",SF,0.0,TOR,0.0,12.4,.279,19.7,-0.1,2014
25,7.9,2.5,-1.6,16.0,.527,14,115,3.1,dayeau01,"Daye,Austin",SF,1.8,SAS,7.9,9.8,.499,24.8,0.0,2014
26,19.7,0.9,-0.4,13.3,.346,47,494,3.3,decolna01,"De Colo,Nando",SF,2.3,TOT,17.2,8.4,.526,18.6,0.2,2014
26,15.1,0.7,-0.1,14.0,.333,26,301,2.3,decolna01,"De Colo,Nando",SF,2.5,SAS,17.0,8.4,.545,18.6,0.1,2014
26,26.9,1.2,-0.9,12.1,.367,21,193,4.8,decolna01,"De Colo,Nando",SF,1.9,TOR,17.6,8.5,.495,18.8,0.1,2014
24,1.9,4.5,-6.0,25.8,.000,31,390,10.7,dedmode01,"Dedmon,Dewayne",C,0.9,TOT,15.6,18.1,.500,13.1,-0.4,2014
24,0.0,0.0,-13.3,0.0,.000,4,6,0.0,dedmode01,"Dedmon,Dewayne",C,0.0,GSW,0.0,0.0,.266,13.8,0.0,2014
24,2.9,4.8,-7.9,28.5,.000,11,150,7.6,dedmode01,"Dedmon,Dewayne",C,0.0,PHI,20.6,17.6,.533,12.3,-0.2,2014
24,1.3,4.4,-4.6,24.8,.000,16,234,13.0,dedmode01,"Dedmon,Dewayne",C,1.5,ORL,13.0,18.9,.488,13.5,-0.2,2014
23,22.1,0.3,-2.1,8.5,.524,72,1271,2.5,dellama01,"Dellavedova,Matthew",SG,1.3,CLE,15.9,5.4,.534,13.2,0.0,2014
28,14.6,0.3,0.2,13.4,.220,63,2213,5.0,denglu01,"Deng,Luol",SF,1.5,TOT,10.4,9.2,.517,22.3,1.2,2014
28,18.7,0.4,1.4,15.4,.175,23,860,5.4,denglu01,"Deng,Luol",SF,1.5,CHI,12.6,10.5,.536,25.1,0.7,2014
28,12.0,0.3,-0.6,12.2,.251,40,1353,4.8,denglu01,"Deng,Luol",SF,1.4,CLE,8.8,8.4,.503,20.6,0.5,2014
24,18.9,0.7,0.7,11.3,.149,79,3017,2.0,derozde01,"DeRozan,DeMar",SG,1.5,TOR,9.5,6.6,.532,28.0,2.0,2014
31,16.3,1.2,1.6,13.8,.193,79,1974,4.4,diawbo01,"Diaw,Boris",PF,1.1,SAS,16.3,9.3,.578,17.0,1.8,2014
24,7.2,4.6,0.7,26.9,.004,60,818,13.4,dienggo01,"Dieng,Gorgui",C,1.8,MIN,16.8,20.0,.534,16.8,0.5,2014
27,14.6,0.6,-2.3,11.9,.537,51,675,3.4,douglto01,"Douglas,Toney",PG,1.5,TOT,14.2,7.8,.493,16.3,-0.1,2014
27,10.3,0.6,-3.7,8.9,.686,24,265,1.7,douglto01,"Douglas,Toney",PG,1.1,GSW,15.2,5.4,.492,17.5,-0.1,2014
27,17.3,0.6,-1.4,13.9,.413,27,410,4.5,douglto01,"Douglas,Toney",PG,1.7,MIA,13.5,9.3,.494,15.6,0.1,2014
27,7.9,1.2,0.1,11.5,.524,49,1016,1.8,douglch01,"Douglas-Roberts,Chris",SF,1.5,CHA,11.1,6.6,.588,14.7,0.5,2014
27,28.1,0.6,3.9,7.4,.274,76,2668,2.9,dragigo01,"Dragic,Goran",SG,2.0,PHO,14.3,5.2,.604,24.5,4.0,2014
20,2.2,4.0,1.6,27.7,.003,81,2619,17.5,drumman01,"Drummond,Andre",C,2.0,DET,10.7,22.3,.599,16.7,2.4,2014
28,8.6,0.4,-0.8,7.7,.503,74,1729,2.4,dudleja01,"Dudley,Jared",SF,1.2,LAC,10.6,5.1,.541,13.5,0.5,2014
37,16.0,4.6,3.2,28.3,.006,74,2158,8.6,duncati01,"Duncan,Tim",C,1.0,SAS,13.2,18.8,.535,25.2,2.8,2014
33,12.3,1.4,0.7,13.0,.419,82,2584,2.1,dunlemi02,"Dunleavy,Mike",SF,1.3,CHI,11.3,7.6,.549,17.0,1.8,2014
25,26.7,1.5,8.8,18.6,.291,81,3122,2.2,duranke01,"Durant,Kevin",SF,1.7,OKC,12.2,10.8,.635,33.0,8.5,2014
26,0.0,0.0,-15.2,9.6,.000,2,12,9.1,edwarsh01,"Edwards,Shane",SF,0.0,CLE,25.0,9.3,.333,14.9,0.0,2014
26,7.1,0.4,-1.7,10.2,.468,45,393,2.4,ellinwa01,"Ellington,Wayne",SG,2.1,DAL,7.8,6.3,.554,16.4,0.0,2014
28,24.8,0.6,0.0,9.8,.164,82,3023,1.5,ellismo01,"Ellis,Monta",SG,2.4,DAL,15.2,5.6,.532,26.0,1.5,2014
35,0.0,3.1,-7.6,4.4,.000,2,27,0.0,elyme01,"Ely,Melvin",C,0.0,NOP,0.0,2.2,.500,10.1,0.0,2014
26,6.1,3.0,-0.1,18.7,.006,66,1209,11.1,evansje01,"Evans,Jeremy",SF,1.8,UTA,9.9,14.8,.549,15.3,0.6,2014
33,3.5,0.3,-3.6,28.4,.000,54,899,14.8,evansre01,"Evans,Reggie",PF,2.1,TOT,21.9,21.5,.516,13.4,-0.4,2014
33,1.8,0.4,-6.9,28.7,.000,30,399,15.9,evansre01,"Evans,Reggie",PF,1.7,BRK,24.2,22.4,.462,13.6,-0.5,2014
33,4.8,0.2,-0.9,28.1,.000,24,500,13.8,evansre01,"Evans,Reggie",PF,2.4,SAC,20.1,20.9,.556,13.2,0.1,2014
24,30.4,0.9,0.8,15.4,.106,72,2028,4.3,evansty01,"Evans,Tyreke",SF,2.2,NOP,14.5,9.8,.504,27.1,1.4,2014
24,7.5,2.3,1.2,22.2,.004,80,2178,11.8,farieke01,"Faried,Kenneth",PF,1.6,DEN,12.4,16.9,.573,21.3,1.8,2014
27,34.6,0.6,-1.1,9.8,.440,41,912,2.3,farmajo01,"Farmar,Jordan",PG,2.0,LAL,19.6,6.1,.533,23.2,0.2,2014
25,5.2,4.3,-3.1,20.6,.272,37,488,9.5,favervi01,"Faverani,Vitor",C,1.5,BOS,20.1,14.9,.502,18.6,-0.1,2014
22,7.3,3.8,0.7,23.7,.001,73,2201,10.1,favorde01,"Favors,Derrick",PF,1.8,UTA,12.9,16.7,.556,20.8,1.5,2014
23,18.2,0.0,-4.7,15.1,.357,7,38,2.9,felixca01,"Felix,Carrick",SG,0.0,CLE,20.2,8.9,.603,23.2,0.0,2014
29,28.1,1.2,-0.9,8.6,.321,65,2017,3.1,feltora01,"Felton,Raymond",PG,2.1,NYK,16.3,5.7,.476,18.2,0.5,2014
25,9.3,0.7,-2.9,16.0,.075,30,322,5.4,fieldla01,"Fields,Landry",SF,1.6,TOR,12.5,10.7,.443,12.4,-0.1,2014
39,11.6,0.2,-0.5,8.3,.634,81,1428,1.0,fishede01,"Fisher,Derek",SG,2.5,OKC,11.1,4.8,.542,13.7,0.5,2014
21,11.6,0.3,-2.5,12.1,.436,76,1503,2.4,fournev01,"Fournier,Evan",SG,1.1,DEN,14.3,7.3,.533,19.7,-0.2,2014
30,17.7,1.2,0.9,8.5,.569,81,2485,1.6,foyera01,"Foye,Randy",SG,1.3,DEN,13.2,5.0,.558,18.8,1.8,2014
22,5.4,1.0,-5.4,14.0,.282,21,161,2.9,frankja01,"Franklin,Jamaal",SG,1.3,MEM,21.6,8.5,.489,14.6,-0.1,2014
24,22.2,0.5,-2.4,9.7,.370,49,519,1.7,fredeji01,"Fredette,Jimmer",SG,1.4,TOT,16.9,5.7,.578,24.3,0.0,2014
24,23.5,0.5,-1.9,9.4,.369,41,463,1.7,fredeji01,"Fredette,Jimmer",SG,1.5,SAC,17.6,5.5,.584,23.8,0.0,2014
24,11.1,0.0,-6.5,12.0,.379,8,56,2.1,fredeji01,"Fredette,Jimmer",SG,0.0,CHI,11.8,7.1,.535,27.9,-0.1,2014
26,7.1,2.1,-0.7,17.6,.012,52,727,13.2,freeljo01,"Freeland,Joel",C,0.7,POR,15.5,15.4,.498,12.4,0.2,2014
