age,ast_pct,blk_pct,bpm,drb_pct,fg3a_per_fga_pct,g,mp,orb_pct,playerID,playerName,pos,stl_pct,teamid,tov_pct,trb_pct,ts_pct,usg_pct,vorp,year
29,21.5,0.3,-3.4,10.6,.202,29,272,5.0,waltolu01,"Walton,Luke",SF,1.9,LAL,12.3,7.8,.402,16.1,-0.1,2010
27,5.6,0.9,-2.8,13.9,.013,76,1557,9.0,warriha01,"Warrick,Hakim",PF,0.8,TOT,10.7,11.4,.547,21.8,-0.3,2010
27,5.8,0.8,-2.6,14.6,.016,48,1024,9.2,warriha01,"Warrick,Hakim",PF,0.9,MIL,11.2,11.8,.540,22.6,-0.2,2010
27,5.2,1.1,-3.1,12.8,.006,28,533,8.5,warriha01,"Warrick,Hakim",PF,0.7,CHI,9.6,10.6,.560,20.2,-0.2,2010
25,14.3,0.3,-0.4,8.9,.275,65,1788,1.7,watsocj01,"Watson,C.J.",PG,2.8,GSW,10.3,5.3,.555,16.0,0.7,2010
30,25.6,0.5,-1.5,8.8,.351,79,2322,2.5,watsoea01,"Watson,Earl",PG,2.2,IND,22.6,5.6,.517,14.7,0.3,2010
23,11.1,3.1,0.0,13.2,.576,12,144,0.8,weaveky01,"Weaver,Kyle",SG,2.1,OKC,10.1,7.2,.505,12.4,0.1,2010
23,5.0,1.6,-0.2,13.7,.520,82,2005,2.9,webstma02,"Webster,Martell",SF,1.2,POR,7.8,8.3,.543,18.2,0.9,2010
23,11.6,1.4,-1.9,12.6,.033,69,1368,3.7,weemsso01,"Weems,Sonny",SG,1.5,TOR,11.8,8.3,.533,18.4,0.0,2010
29,13.7,1.5,1.2,17.9,.022,81,2949,6.4,westda01,"West,David",PF,1.3,NOH,11.2,12.0,.560,24.0,2.4,2010
26,20.0,1.4,-0.3,10.6,.177,60,1500,2.4,westde01,"West,Delonte",SG,1.9,CLE,15.3,6.7,.530,18.3,0.6,2010
25,8.8,0.0,-0.8,15.8,.048,39,142,6.5,westma02,"West,Mario",SG,3.0,ATL,21.6,11.1,.591,10.5,0.0,2010
21,38.6,0.9,2.1,10.3,.090,82,2813,6.0,westbru01,"Westbrook,Russell",PG,2.0,OKC,16.6,8.2,.491,25.7,2.9,2010
23,7.4,2.2,3.3,14.2,.000,12,102,11.6,whitedj01,"White,D.J.",PF,2.5,OKC,6.2,12.9,.650,21.3,0.1,2010
27,4.9,2.3,-4.5,21.4,.000,34,441,11.4,wilcoch01,"Wilcox,Chris",PF,1.6,DET,21.0,16.1,.532,18.9,-0.3,2010
30,12.5,1.2,-1.2,12.7,.160,80,1585,5.0,wilkida02,"Wilkins,Damien",SF,2.1,MIN,14.8,8.8,.515,14.1,0.3,2010
30,10.1,0.0,-6.2,5.7,.250,4,59,2.0,wilksmi01,"Wilks,Mike",PG,0.0,OKC,22.5,3.9,.581,13.5,-0.1,2010
25,44.5,0.5,3.3,10.4,.246,76,2802,2.2,willide01,"Williams,Deron",PG,1.8,UTA,16.9,6.4,.574,23.8,3.7,2010
34,26.9,0.1,-0.3,7.8,.519,82,1703,0.5,willija02,"Williams,Jason",PG,1.6,ORL,16.4,4.3,.555,14.5,0.7,2010
26,6.8,0.5,-3.5,10.2,.451,54,742,2.7,willija04,"Williams,Jawad",PG,0.8,CLE,7.4,6.7,.496,15.3,-0.3,2010
23,22.9,0.6,1.1,10.1,.304,64,1912,1.5,willilo02,"Williams,Lou",PG,2.2,PHI,12.0,5.8,.576,21.1,1.5,2010
24,26.7,0.1,-4.5,10.7,.299,62,872,1.7,willima03,"Williams,Marcus",PG,1.9,MEM,20.0,6.2,.456,18.5,-0.5,2010
23,5.6,1.4,-0.2,14.8,.199,81,2468,5.0,willima02,"Williams,Marvin",SF,1.4,ATL,8.7,9.8,.540,15.5,1.1,2010
27,25.0,0.7,1.6,8.6,.434,69,2359,1.5,willima01,"Williams,Mo",PG,1.6,CLE,15.5,5.2,.580,22.0,2.2,2010
23,12.7,0.5,-0.2,13.3,.325,24,782,2.5,willire02,"Williams,Reggie",SF,1.4,GSW,8.5,7.8,.588,18.6,0.4,2010
23,0.7,6.2,-6.6,13.3,.020,20,227,10.2,willise01,"Williams,Sean",PF,1.9,NJN,25.9,11.7,.453,15.6,-0.3,2010
26,5.3,2.8,-1.1,19.8,.008,54,597,9.9,willish02,"Williams,Shelden",PF,1.1,BOS,15.5,15.0,.612,15.3,0.1,2010
22,22.4,0.4,-3.8,20.6,.154,78,1764,2.9,willite01,"Williams,Terrence",SF,1.3,NJN,14.8,11.4,.459,21.8,-0.8,2010
30,13.3,0.6,1.5,9.9,.400,77,2605,4.3,artesro01,"World Peace,Metta",SF,2.1,LAL,12.8,7.1,.514,16.2,2.3,2010
25,7.4,0.6,-2.7,12.6,.434,67,1392,3.3,wrighan01,"Wright,Antoine",SF,1.1,TOR,11.8,8.1,.502,16.1,-0.3,2010
24,9.8,1.7,1.5,14.4,.375,72,1496,4.0,wrighdo01,"Wright,Dorell",SF,1.9,MIA,10.6,9.2,.567,15.8,1.3,2010
22,7.0,1.6,-2.8,11.8,.026,68,871,7.7,wrighju01,"Wright,Julian",SF,1.7,NOH,15.0,9.7,.518,15.4,-0.2,2010
24,5.7,0.4,-4.5,6.7,.305,74,1421,1.6,youngni01,"Young,Nick",SG,1.0,WAS,8.3,4.1,.519,21.4,-0.9,2010
24,6.2,1.2,-4.4,11.0,.113,80,1321,6.8,youngsa01,"Young,Sam",SF,1.3,MEM,14.1,8.9,.518,22.1,-0.8,2010
21,7.5,0.6,-1.8,12.3,.170,67,2145,7.0,youngth01,"Young,Thaddeus",PF,2.0,PHI,12.5,9.6,.523,21.5,0.1,2010
24,7.3,1.9,-5.1,20.7,.000,23,196,13.0,adrieje01,"Adrien,Jeff",PF,1.0,GSW,12.6,16.8,.457,16.1,-0.2,2011
25,10.9,1.0,2.1,9.9,.396,69,2324,2.3,afflaar01,"Afflalo,Arron",SG,0.7,DEN,9.2,6.2,.620,14.8,2.4,2011
26,6.0,0.0,-6.3,7.9,.364,4,29,0.0,agerma01,"Ager,Maurice",SG,1.7,MIN,26.7,3.8,.682,22.0,0.0,2011
22,4.8,4.2,-3.4,21.5,.256,34,340,5.9,ajincal01,"Ajinca,Alexis",C,1.7,TOT,11.3,13.6,.507,21.1,-0.1,2011
22,4.3,5.1,-2.1,18.0,.219,10,75,8.1,ajincal01,"Ajinca,Alexis",C,2.1,DAL,2.9,13.3,.435,21.4,0.0,2011
22,4.9,4.0,-3.8,22.5,.267,24,265,5.2,ajincal01,"Ajinca,Alexis",C,1.6,TOR,13.6,13.6,.530,21.1,-0.1,2011
22,4.6,2.6,-8.2,14.4,.000,12,59,13.7,alabiso01,"Alabi,Solomon",C,1.8,TOR,15.9,14.1,.189,14.3,-0.1,2011
22,4.0,3.6,-0.8,17.5,.000,18,142,11.1,aldrico01,"Aldrich,Cole",C,1.8,OKC,32.3,14.4,.537,7.9,0.0,2011
25,10.1,2.4,2.4,17.2,.016,81,3211,10.1,aldrila01,"Aldridge,LaMarcus",PF,1.4,POR,8.7,13.5,.549,25.7,3.5,2011
32,3.3,1.7,-3.9,12.8,.000,18,178,8.1,allenma01,"Allen,Malik",PF,0.3,ORL,8.6,10.5,.361,9.1,-0.1,2011
35,12.7,0.4,3.6,9.0,.387,80,2890,2.3,allenra02,"Allen,Ray",SG,1.4,BOS,9.8,5.8,.615,19.8,4.1,2011
29,10.9,2.4,3.6,9.9,.047,72,1494,5.5,allento01,"Allen,Tony",SG,4.5,MEM,13.1,7.7,.562,19.9,2.1,2011
20,6.4,1.3,-3.0,15.4,.352,81,1452,6.1,aminual01,"Aminu,Al-Farouq",SF,2.1,LAC,18.3,10.8,.499,17.3,-0.4,2011
28,3.5,3.6,-4.9,17.4,.000,46,691,13.0,amundlo01,"Amundson,Lou",PF,1.0,GSW,9.8,15.2,.452,15.7,-0.5,2011
32,4.0,6.0,3.3,22.1,.007,45,732,12.2,anderch01,"Andersen,Chris",C,1.6,DEN,11.3,17.3,.636,13.5,1.0,2011
30,5.6,2.0,-5.3,21.0,.190,40,373,6.4,anderda03,"Andersen,David",PF,0.7,TOT,14.4,13.6,.513,19.1,-0.3,2011
30,7.3,1.5,-3.3,21.1,.213,11,150,6.2,anderda03,"Andersen,David",PF,1.0,TOR,13.8,13.4,.559,17.3,0.0,2011
30,4.5,2.2,-6.6,20.9,.176,29,223,6.5,anderda03,"Andersen,David",PF,0.5,NOH,14.8,13.6,.484,20.2,-0.3,2011
21,9.2,1.5,-3.4,8.3,.568,26,286,0.8,anderja01,"Anderson,James",SF,0.5,SAS,12.8,4.7,.529,16.4,-0.1,2011
22,6.2,2.1,4.4,18.1,.650,64,1424,10.8,anderry01,"Anderson,Ryan",PF,1.1,ORL,7.8,14.5,.591,20.4,2.3,2011
26,14.7,1.3,0.5,18.3,.167,77,2751,5.0,anthoca01,"Anthony,Carmelo",SF,1.2,TOT,10.4,11.8,.557,32.0,1.8,2011
26,14.3,1.3,0.2,19.3,.130,50,1774,5.2,anthoca01,"Anthony,Carmelo",SF,1.2,DEN,11.0,12.4,.547,32.5,1.0,2011
26,15.3,1.1,1.2,16.5,.233,27,977,4.8,anthoca01,"Anthony,Carmelo",SF,1.3,NYK,9.4,10.6,.575,31.0,0.8,2011
28,2.2,5.0,0.9,12.4,.000,75,1463,9.0,anthojo01,"Anthony,Joel",C,0.4,MIA,21.5,10.8,.583,5.3,1.1,2011
29,25.3,0.9,-1.5,10.7,.446,70,1796,1.4,arenagi01,"Arenas,Gilbert",PG,2.1,TOT,18.1,6.1,.471,24.7,0.2,2011
29,27.5,1.3,-0.6,10.4,.439,21,726,0.9,arenagi01,"Arenas,Gilbert",PG,2.1,WAS,16.5,5.5,.505,26.2,0.3,2011
29,23.8,0.7,-2.1,11.0,.450,49,1070,1.8,arenagi01,"Arenas,Gilbert",PG,2.2,ORL,19.3,6.5,.444,23.7,0.0,2011
25,10.0,1.0,1.1,16.4,.356,75,2600,2.8,arizatr01,"Ariza,Trevor",SF,2.5,NOH,12.2,9.5,.487,17.7,2.0,2011
26,4.2,3.3,-3.1,21.6,.053,53,488,9.5,armsthi01,"Armstrong,Hilton",C,1.9,TOT,23.6,15.4,.508,10.9,-0.1,2011
26,3.5,3.0,-3.4,21.5,.047,41,412,10.4,armsthi01,"Armstrong,Hilton",C,1.9,WAS,25.2,15.8,.519,10.6,-0.1,2011
26,7.8,5.0,-2.0,22.0,.083,12,76,4.8,armsthi01,"Armstrong,Hilton",C,2.1,ATL,15.5,13.5,.457,12.1,0.0,2011
31,15.8,0.1,-3.1,7.9,.253,64,1185,2.2,arroyca01,"Arroyo,Carlos",PG,0.9,TOT,17.0,5.2,.528,14.0,-0.3,2011
31,15.3,0.1,-3.0,7.5,.269,49,995,1.6,arroyca01,"Arroyo,Carlos",PG,0.7,MIA,14.5,4.8,.541,13.9,-0.2,2011
31,18.6,0.0,-3.8,9.8,.143,15,190,4.8,arroyca01,"Arroyo,Carlos",PG,2.0,BOS,29.7,7.4,.447,14.5,-0.1,2011
22,5.4,3.2,-1.3,17.0,.010,80,1609,8.5,arthuda01,"Arthur,Darrell",PF,1.7,MEM,11.4,12.7,.534,21.6,0.3,2011
24,4.7,4.3,-0.5,22.3,.000,82,989,13.7,asikom01,"Asik,Omer",C,1.1,CHI,23.8,18.1,.559,12.5,0.4,2011
23,31.1,0.1,-0.4,8.3,.348,82,2757,1.7,augusdj01,"Augustin,D.J.",PG,1.0,CHA,12.5,4.9,.541,21.2,1.1,2011
21,6.9,1.2,-12.0,22.4,.291,24,137,5.1,babbilu01,"Babbitt,Luke",SF,0.8,POR,11.9,13.4,.305,22.8,-0.3,2011
26,4.7,2.4,-0.9,9.1,.154,8,62,3.7,balkmre01,"Balkman,Renaldo",SF,3.2,TOT,6.3,6.5,.542,11.3,0.0,2011
26,6.6,3.4,2.7,7.6,.000,5,44,2.7,balkmre01,"Balkman,Renaldo",SF,3.4,DEN,0.0,5.2,.604,10.9,0.1,2011
26,0.0,0.0,-9.6,12.8,.500,3,18,6.3,balkmre01,"Balkman,Renaldo",SF,2.8,NYK,20.0,9.5,.375,12.3,0.0,2011
29,17.2,0.0,-7.8,5.5,.000,3,22,0.0,banksma01,"Banks,Marcus",PG,2.3,TOR,26.6,2.7,.543,15.3,0.0,2011
28,14.6,0.3,-2.1,7.4,.326,58,1395,1.2,barbole01,"Barbosa,Leandro",SG,1.9,TOR,10.5,4.2,.539,25.6,0.0,2011
26,31.2,0.0,-1.1,8.8,.291,81,1669,2.1,bareajo01,"Barea,J.J.",PG,0.9,DAL,15.9,5.6,.535,23.9,0.4,2011
25,8.8,1.5,-2.7,13.9,.190,66,2353,3.6,bargnan01,"Bargnani,Andrea",C,0.7,TOR,10.3,8.6,.533,28.2,-0.4,2011
30,10.5,1.6,1.8,16.7,.384,53,1020,8.4,barnema02,"Barnes,Matt",SF,2.0,LAL,15.6,12.7,.569,16.6,1.0,2011
29,5.8,1.5,-6.6,17.2,.000,21,305,12.1,barroea01,"Barron,Earl",C,1.4,TOT,12.7,14.6,.361,18.9,-0.3,2011
29,3.0,1.6,-8.5,15.2,.000,12,183,10.1,barroea01,"Barron,Earl",C,1.7,PHO,15.5,12.6,.301,17.5,-0.3,2011
29,9.2,1.9,-0.9,14.1,.000,7,85,16.0,barroea01,"Barron,Earl",C,1.3,MIL,5.0,15.1,.475,22.0,0.0,2011
29,12.2,0.0,-10.1,34.6,.000,2,37,12.7,barroea01,"Barron,Earl",C,0.0,POR,20.2,23.1,.295,18.8,-0.1,2011
25,5.0,2.0,-0.5,16.7,.003,76,1980,8.1,bassbr01,"Bass,Brandon",PF,0.7,ORL,11.5,12.5,.571,19.8,0.7,2011
34,4.8,3.0,-4.5,25.1,.031,38,377,5.2,battito01,"Battie,Tony",C,0.7,PHI,10.5,15.1,.489,13.9,-0.2,2011
32,11.1,2.4,2.5,13.7,.525,82,2375,4.4,battish01,"Battier,Shane",SF,1.5,TOT,12.6,9.0,.567,11.7,2.7,2011
32,12.1,2.7,2.9,13.9,.551,59,1818,3.6,battish01,"Battier,Shane",SF,1.5,HOU,12.5,8.8,.577,12.3,2.2,2011
32,7.9,1.5,1.2,13.0,.416,23,557,6.8,battish01,"Battier,Shane",SF,1.5,MEM,12.9,9.9,.530,10.1,0.4,2011
22,8.1,1.6,1.7,12.8,.424,80,2522,5.1,batumni01,"Batum,Nicolas",SF,1.5,POR,8.6,8.8,.563,17.8,2.4,2011
22,27.6,0.3,-2.1,11.3,.282,71,1496,2.0,bayleje01,"Bayless,Jerryd",PG,1.3,TOT,17.3,6.6,.536,22.1,0.0,2011
22,29.9,0.6,-7.0,10.7,.286,11,149,1.6,bayleje01,"Bayless,Jerryd",PG,0.7,NOH,23.1,6.1,.443,23.5,-0.2,2011
22,27.4,0.2,-1.6,11.4,.282,60,1347,2.1,bayleje01,"Bayless,Jerryd",PG,1.4,TOR,16.6,6.6,.545,22.0,0.1,2011
22,12.3,1.7,-2.4,14.1,.132,73,2361,5.4,beaslmi01,"Beasley,Michael",SF,1.1,MIN,12.4,9.6,.510,28.3,-0.3,2011
22,21.9,1.2,-1.5,10.2,.372,28,496,1.7,beaubro01,"Beaubois,Rodrigue",PG,2.1,DAL,16.6,6.1,.500,26.7,0.1,2011
24,8.0,0.3,-1.1,8.4,.469,80,1957,1.1,belinma01,"Belinelli,Marco",SG,1.1,NOH,9.4,4.7,.560,20.0,0.5,2011
31,10.1,0.4,-6.4,8.1,.488,19,171,3.9,bellch01,"Bell,Charlie",SG,1.8,GSW,11.8,6.0,.357,13.1,-0.2,2011
34,8.3,0.5,-1.9,8.4,.413,68,2097,1.8,bellra01,"Bell,Raja",SG,1.4,UTA,11.0,5.1,.528,12.6,0.1,2011
32,17.9,0.3,-0.6,9.2,.604,80,2285,0.9,bibbymi01,"Bibby,Mike",PG,1.2,TOT,14.3,5.1,.570,14.6,0.8,2011
32,18.9,0.3,-0.3,9.1,.580,56,1674,1.1,bibbymi01,"Bibby,Mike",PG,1.2,ATL,12.8,5.1,.570,15.0,0.7,2011
32,37.8,0.0,-11.3,12.2,.444,2,29,0.0,bibbymi01,"Bibby,Mike",PG,1.8,WAS,10.0,5.9,.111,15.2,-0.1,2011
32,14.1,0.4,-0.9,9.1,.698,22,582,0.4,bibbymi01,"Bibby,Mike",PG,1.0,MIA,19.4,5.0,.601,13.3,0.2,2011
24,6.0,2.8,-0.3,23.3,.000,59,1397,11.5,biedran01,"Biedrins,Andris",C,1.9,GSW,16.9,17.3,.526,10.6,0.6,2011
34,25.8,0.5,1.9,8.1,.457,72,2310,1.3,billuch01,"Billups,Chauncey",PG,1.5,TOT,15.3,4.7,.617,22.3,2.3,2011
34,25.1,0.6,2.4,7.7,.444,51,1646,0.9,billuch01,"Billups,Chauncey",PG,1.6,DEN,16.3,4.4,.634,21.4,1.8,2011
34,27.4,0.2,0.8,9.0,.484,21,664,2.2,billuch01,"Billups,Chauncey",PG,1.4,NYK,13.2,5.6,.582,24.3,0.5,2011
21,7.1,1.7,1.1,22.9,.003,81,1734,14.8,blairde01,"Blair,DeJuan",PF,2.8,SAS,14.9,18.9,.524,20.1,1.3,2011
30,15.0,0.1,-2.3,9.5,.631,79,1581,1.4,blakest01,"Blake,Steve",PG,1.3,LAL,18.6,5.6,.500,11.3,-0.1,2011
24,11.7,1.8,-0.5,18.7,.019,64,2172,9.3,blatcan01,"Blatche,Andray",PF,2.3,WAS,13.7,13.8,.497,25.5,0.8,2011
21,24.2,1.1,-2.0,9.8,.239,81,1841,4.4,bledser01,"Bledsoe,Eric",PG,2.6,LAC,26.3,7.1,.499,17.9,0.0,2011
30,10.1,0.5,0.0,10.1,.772,82,1461,1.6,boganke01,"Bogans,Keith",SG,1.4,CHI,11.3,5.9,.559,11.4,0.7,2011
26,10.4,5.8,2.4,27.1,.005,65,2297,9.8,bogutan01,"Bogut,Andrew",C,1.1,MIL,13.0,18.3,.496,19.6,2.6,2011
30,6.2,1.0,2.0,14.2,.620,66,1432,5.0,bonnema01,"Bonner,Matt",PF,0.9,SAS,6.5,9.7,.617,13.4,1.5,2011
23,5.2,3.0,-0.7,17.0,.004,65,1063,10.2,booketr01,"Booker,Trevor",PF,1.4,WAS,11.3,13.5,.582,13.9,0.3,2011
29,14.3,0.7,0.7,26.3,.000,59,1882,8.3,boozeca01,"Boozer,Carlos",C,1.3,CHI,13.5,17.6,.542,26.9,1.3,2011
26,8.9,1.4,0.4,20.0,.024,77,2795,6.4,boshch01,"Bosh,Chris",PF,1.1,MIA,9.8,13.6,.569,23.5,1.7,2011
34,30.9,0.3,-1.0,5.6,.202,57,862,2.0,boykiea01,"Boykins,Earl",PG,2.4,MIL,11.8,3.7,.526,23.9,0.2,2011
23,4.6,0.0,-11.5,7.0,.313,3,33,7.0,brackcr01,"Brackins,Craig",PF,1.6,PHI,0.0,7.0,.250,22.3,-0.1,2011
20,11.9,0.0,-9.7,9.3,.075,31,162,3.2,bradlav01,"Bradley,Avery",PG,3.0,BOS,18.1,6.5,.360,26.1,-0.3,2011
31,7.1,2.9,2.4,18.0,.001,81,2809,9.7,brandel01,"Brand,Elton",PF,1.7,PHI,8.4,13.9,.553,19.7,3.1,2011
24,9.1,0.8,-1.3,8.9,.230,69,1510,4.2,breweco01,"Brewer,Corey",SF-SG,3.3,TOT,13.2,6.5,.482,18.8,0.3,2011
24,8.6,0.8,-1.9,9.0,.227,56,1362,3.6,breweco01,"Brewer,Corey",SF,3.3,MIN,13.1,6.2,.471,18.4,0.1,2011
24,13.3,1.0,3.9,8.4,.255,13,148,9.9,breweco01,"Brewer,Corey",SG,3.9,DAL,14.2,9.1,.573,22.2,0.2,2011
25,12.1,0.9,1.8,13.2,.063,81,1781,3.7,brewero02,"Brewer,Ronnie",SG,3.2,CHI,10.2,8.6,.518,13.9,1.7,2011
23,4.2,0.3,-2.2,19.4,.000,63,677,12.4,brockjo01,"Brockman,Jon",C,1.1,MIL,16.7,15.8,.567,10.0,0.0,2011
26,28.9,0.2,-3.5,5.2,.402,59,1284,1.8,brookaa01,"Brooks,Aaron",PG,1.3,TOT,13.2,3.5,.489,25.9,-0.5,2011
26,25.2,0.2,-4.0,5.6,.437,34,811,1.5,brookaa01,"Brooks,Aaron",PG,1.3,HOU,11.5,3.6,.465,26.1,-0.4,2011
26,35.3,0.2,-2.8,4.4,.335,25,473,2.2,brookaa01,"Brooks,Aaron",PG,1.4,PHO,16.4,3.3,.533,25.7,-0.1,2011
23,9.5,1.4,-1.3,12.2,.076,49,576,8.5,brownde04,"Brown,Derrick",SF,1.8,TOT,18.2,10.3,.588,15.5,0.1,2011
23,9.9,1.3,-1.7,13.0,.053,41,488,7.9,brownde04,"Brown,Derrick",SF,1.8,CHA,17.3,10.4,.565,15.6,0.0,2011
23,6.9,1.7,0.8,7.9,.222,8,88,11.6,brownde04,"Brown,Derrick",SF,2.3,NYK,22.8,9.7,.717,15.5,0.1,2011
28,4.1,1.8,-2.3,21.6,.000,66,1714,10.3,brownkw01,"Brown,Kwame",C,0.8,CHA,12.6,15.9,.550,14.9,-0.1,2011
25,10.0,0.8,-1.7,8.5,.330,82,1568,2.6,brownsh01,"Brown,Shannon",SG,2.3,LAL,9.8,5.7,.518,22.2,0.1,2011
32,26.7,0.3,3.8,13.3,.217,82,2779,3.5,bryanko01,"Bryant,Kobe",SG,1.9,LAL,11.4,8.5,.548,35.1,4.1,2011
22,11.5,0.7,-0.7,15.0,.418,78,1738,3.4,budinch01,"Budinger,Chase",SF,1.2,HOU,8.5,9.2,.534,19.9,0.6,2011
30,9.1,0.7,-1.4,12.5,.172,29,867,3.1,butleca01,"Butler,Caron",SF,1.7,DAL,10.5,8.0,.523,25.1,0.1,2011
31,5.3,1.5,-5.3,10.1,.574,47,770,1.5,butlera01,"Butler,Rasual",SG,0.5,TOT,8.8,5.9,.446,15.8,-0.6,2011
31,5.5,1.6,-5.3,10.3,.571,41,744,1.6,butlera01,"Butler,Rasual",SG,0.6,LAC,8.5,6.0,.433,15.6,-0.6,2011
31,0.0,0.0,-4.9,4.4,.636,6,26,0.0,butlera01,"Butler,Rasual",SG,0.0,CHI,15.4,2.3,.727,23.0,0.0,2011
23,7.7,5.4,3.3,24.7,.000,54,1500,13.3,bynuman01,"Bynum,Andrew",C,0.7,LAL,12.8,19.2,.606,17.6,2.0,2011
28,28.6,0.3,-3.1,6.7,.123,61,1125,1.6,bynumwi01,"Bynum,Will",PG,2.5,DET,15.3,4.0,.524,22.5,-0.3,2011
29,43.0,0.3,-1.3,9.9,.262,68,2102,1.7,caldejo01,"Calderon,Jose",PG,2.0,TOR,18.8,5.7,.522,16.8,0.4,2011
36,11.7,5.0,2.3,35.2,.003,59,1540,13.8,cambyma01,"Camby,Marcus",C,1.4,POR,16.0,24.1,.426,11.7,1.7,2011
22,5.1,3.5,-4.9,12.2,.000,41,215,10.3,caracde01,"Caracter,Derrick",C,1.0,LAL,20.0,11.3,.532,20.2,-0.2,2011
33,9.1,0.9,2.4,8.9,.870,56,618,2.0,cardibr01,"Cardinal,Brian",SF,2.0,DAL,13.6,5.6,.672,9.5,0.7,2011
26,4.8,1.1,-4.9,12.1,.345,27,336,4.3,carnero01,"Carney,Rodney",SF,1.8,TOT,11.6,8.1,.521,18.1,-0.2,2011
26,4.9,1.2,-4.9,12.3,.346,25,331,4.0,carnero01,"Carney,Rodney",SF,1.7,GSW,11.9,8.0,.526,18.0,-0.2,2011
26,0.0,0.0,-0.8,0.0,.333,2,5,23.7,carnero01,"Carney,Rodney",SF,10.4,MEM,0.0,12.0,.333,27.1,0.0,2011
24,10.7,1.6,-5.8,14.5,.000,12,50,4.7,carrode01,"Carroll,DeMarre",PF,1.0,TOT,0.0,9.6,.388,11.6,0.0,2011
24,7.3,2.1,-1.5,18.6,.000,7,39,6.1,carrode01,"Carroll,DeMarre",PF,1.3,MEM,0.0,12.3,.506,11.4,0.0,2011
24,22.8,0.0,-21.1,0.0,.000,5,11,0.0,carrode01,"Carroll,DeMarre",PF,0.0,HOU,0.0,0.0,.000,12.0,-0.1,2011
30,6.9,0.8,-4.3,11.7,.231,54,582,2.5,carroma01,"Carroll,Matt",SG,1.6,CHA,9.4,7.1,.530,19.8,-0.3,2011
35,21.3,1.0,-2.8,10.9,.377,33,463,1.7,cartean01,"Carter,Anthony",PG,2.9,TOT,26.3,6.3,.502,14.3,-0.1,2011
35,23.2,0.5,-4.7,8.8,.400,14,153,0.0,cartean01,"Carter,Anthony",PG,3.0,DEN,31.2,4.5,.421,13.1,-0.1,2011
35,20.4,1.2,-1.8,11.9,.368,19,310,2.6,cartean01,"Carter,Anthony",PG,2.9,NYK,24.1,7.2,.534,14.8,0.0,2011
34,12.1,0.7,0.3,12.4,.360,73,2051,3.1,cartevi01,"Carter,Vince",SG,1.7,TOT,8.5,7.8,.528,23.5,1.2,2011
34,17.3,0.4,1.9,13.5,.293,22,664,2.0,cartevi01,"Carter,Vince",SG,1.6,ORL,10.7,7.9,.557,23.4,0.7,2011
34,9.6,0.9,-0.4,11.8,.389,51,1387,3.6,cartevi01,"Carter,Vince",SG,1.7,PHO,7.5,7.7,.516,23.5,0.5,2011
22,6.6,0.6,-1.3,16.0,.452,71,1702,4.8,casspom01,"Casspi,Omri",SF,1.6,SAC,10.3,10.3,.517,16.7,0.3,2011
24,16.8,0.3,0.0,9.5,.595,70,1579,1.0,chalmma01,"Chalmers,Mario",PG,2.5,MIA,18.0,5.5,.538,15.0,0.8,2011
28,2.4,3.0,2.2,26.6,.000,74,2059,12.2,chandty01,"Chandler,Tyson",C,0.9,DAL,14.1,19.7,.697,14.2,2.2,2011
23,8.1,2.9,-0.5,15.9,.336,72,2401,3.6,chandwi01,"Chandler,Wilson",SF,1.0,TOT,9.2,9.7,.537,20.9,0.9,2011
23,8.1,2.9,-0.2,15.8,.344,51,1759,4.0,chandwi01,"Chandler,Wilson",SF,1.0,NYK,8.1,9.8,.548,21.0,0.8,2011
23,8.3,2.8,-1.6,16.1,.311,21,642,2.4,chandwi01,"Chandler,Wilson",SF,1.1,DEN,12.5,9.4,.505,20.6,0.1,2011
27,7.0,1.9,0.5,11.1,.075,54,894,8.9,childjo01,"Childress,Josh",SG,1.9,PHO,15.5,10.0,.567,14.3,0.6,2011
23,3.1,3.0,-6.0,15.7,.032,42,464,9.5,clarkea01,"Clark,Earl",SF,0.9,TOT,13.5,12.7,.456,20.5,-0.5,2011
23,8.7,3.1,-6.9,20.9,.000,9,72,6.4,clarkea01,"Clark,Earl",SF,0.7,PHO,5.3,13.6,.410,23.4,-0.1,2011
23,2.1,3.0,-5.8,14.8,.039,33,392,10.1,clarkea01,"Clark,Earl",SF,0.9,ORL,15.4,12.5,.468,20.0,-0.4,2011
32,1.5,0.4,-6.2,6.4,.000,28,181,9.1,collija03,"Collins,Jarron",C,1.1,TOT,21.6,7.9,.374,8.1,-0.2,2011
32,0.9,0.5,-6.0,7.4,.000,23,157,5.3,collija03,"Collins,Jarron",C,1.3,LAC,20.5,6.3,.438,6.9,-0.2,2011
32,5.9,0.0,-7.4,0.0,.000,5,24,34.2,collija03,"Collins,Jarron",C,0.0,POR,25.0,17.8,.167,15.6,0.0,2011
32,5.3,1.2,-3.9,14.5,.014,49,593,6.1,collija04,"Collins,Jason",C,0.8,ATL,22.6,10.4,.539,9.2,-0.3,2011
23,19.6,0.0,-10.2,9.2,.400,20,66,0.0,collish01,"Collins,Sherron",PG,1.6,CHA,13.6,4.6,.334,20.9,-0.1,2011
23,28.9,0.4,-0.7,8.6,.143,79,2360,1.9,collida01,"Collison,Darren",PG,1.9,IND,16.6,5.3,.534,21.9,0.8,2011
