age,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,ft,fta,g,mp,playerID,playerName,teamid,tov,year
31,426,.457,932,118,.334,353,312,397,72,2829,jacksst02,"Jackson,Stephen",CHA,233,2010
25,639,.560,1141,129,.333,387,593,773,76,2966,jamesle01,"James,LeBron",CLE,261,2010
34,4,.286,14,2,.333,6,4,8,4,46,jamesmi01,"James,Mike",WAS,5,2010
33,393,.498,789,85,.344,247,194,300,66,2406,jamisan01,"Jamison,Antawn",TOT,91,2010
33,257,.483,532,58,.345,168,152,217,41,1595,jamisan01,"Jamison,Antawn",WAS,61,2010
33,136,.529,257,27,.342,79,42,83,25,811,jamisan01,"Jamison,Antawn",CLE,30,2010
23,49,.445,110,0,.000,1,26,38,39,412,jawaina01,"Jawai,Nathan",MIN,27,2010
24,12,.414,29,0,,0,13,19,14,73,jeffeot01,"Jeffers,Othyus",UTA,6,2010
25,560,.500,1121,0,.000,4,181,266,76,2463,jeffeal01,"Jefferson,Al",MIN,136,2010
29,303,.515,588,59,.316,187,211,287,81,2520,jefferi01,"Jefferson,Richard",SAS,105,2010
28,117,.481,243,21,.296,71,75,120,70,1794,jeffrja01,"Jeffries,Jared",TOT,76,2010
28,82,.488,168,20,.323,62,60,93,52,1462,jeffrja01,"Jeffries,Jared",NYK,62,2010
28,35,.467,75,1,.111,9,15,27,18,332,jeffrja01,"Jeffries,Jared",HOU,14,2010
20,306,.370,828,145,.374,388,223,273,82,2671,jennibr01,"Jennings,Brandon",MIL,200,2010
22,254,.520,488,36,.313,115,125,176,80,2232,jerebjo01,"Jerebko,Jonas",DET,82,2010
22,212,.406,522,15,.366,41,154,193,52,1655,jianlyi01,"Jianlian,Yi",NJN,77,2010
22,208,.630,330,0,.000,4,95,149,82,1453,johnsam01,"Johnson,Amir",TOR,63,2010
35,36,.500,72,13,.333,39,19,20,31,406,johnsan02,"Johnson,Anthony",ORL,26,2010
22,80,.488,164,15,.326,46,51,70,65,757,johnsja01,"Johnson,James",CHI,62,2010
28,506,.488,1036,129,.369,350,220,269,76,2886,johnsjo02,"Johnson,Joe",ATL,145,2010
29,283,.479,591,4,.125,32,198,257,76,1892,jonesda02,"Jones,Dahntay",IND,129,2010
26,0,,0,0,,0,0,0,2,7,jonesdw02,"Jones,Dwayne",PHO,0,2010
29,6,.207,29,37,.411,90,23,28,36,503,jonesja02,"Jones,James",MIA,11,2010
25,78,.451,173,0,.000,3,51,71,52,675,jonesso01,"Jones,Solomon",IND,40,2010
21,144,.610,236,0,.000,2,48,128,70,1137,jordade01,"Jordan,DeAndre",LAC,75,2010
27,589,.492,1196,0,.000,6,230,307,76,2608,kamanch01,"Kaman,Chris",LAC,223,2010
28,63,.485,130,63,.368,171,9,15,57,976,kaponja01,"Kapono,Jason",PHI,34,2010
26,9,.429,21,2,.182,11,4,6,7,113,karlco01,"Karl,Coby",TOT,10,2010
26,0,,0,0,,0,0,0,3,5,karlco01,"Karl,Coby",CLE,4,2010
26,9,.429,21,2,.182,11,4,6,4,108,karlco01,"Karl,Coby",GSW,6,2010
36,108,.420,257,176,.425,414,80,99,80,2881,kiddja01,"Kidd,Jason",DAL,195,2010
28,218,.555,393,26,.292,89,174,234,58,1681,kirilan01,"Kirilenko,Andrei",UTA,79,2010
28,79,.465,170,59,.536,110,39,49,52,952,korveky01,"Korver,Kyle",UTA,42,2010
20,22,.468,47,0,,0,9,15,36,172,koufoko01,"Koufos,Kosta",UTA,15,2010
26,280,.505,555,1,.200,5,76,106,76,1741,krstine01,"Krstic,Nenad",OKC,58,2010
25,2,.500,4,1,.500,2,0,0,1,22,lafayol01,"Lafayette,Oliver",BOS,1,2010
26,498,.537,928,1,.333,3,344,427,80,2469,landrca01,"Landry,Carl",TOT,136,2010
26,302,.547,552,0,,0,235,280,52,1415,landrca01,"Landry,Carl",HOU,86,2010
26,196,.521,376,1,.333,3,109,147,28,1054,landrca01,"Landry,Carl",SAC,50,2010
24,7,.467,15,9,.321,28,3,5,18,111,landrma01,"Landry,Marcus",TOT,6,2010
24,7,.467,15,9,.346,26,3,5,17,108,landrma01,"Landry,Marcus",NYK,6,2010
24,0,,0,0,.000,2,0,0,1,3,landrma01,"Landry,Marcus",BOS,0,2010
25,30,.508,59,5,.313,16,38,49,26,234,lawac01,"Law,Acie",TOT,17,2010
25,8,.727,11,1,.333,3,12,15,5,66,lawac01,"Law,Acie",GSW,2,2010
25,5,.333,15,0,.000,1,6,7,9,33,lawac01,"Law,Acie",CHA,3,2010
25,17,.515,33,4,.333,12,20,27,12,135,lawac01,"Law,Acie",CHI,12,2010
22,167,.544,307,34,.410,83,106,140,65,1318,lawsoty01,"Lawson,Ty",DEN,82,2010
24,262,.476,550,76,.338,225,133,153,71,2375,leeco01,"Lee,Courtney",NJN,76,2010
26,686,.549,1250,0,.000,8,268,330,81,3019,leeda02,"Lee,David",NYK,189,2010
30,182,.476,382,168,.397,423,145,180,72,2369,lewisra02,"Lewis,Rashard",ORL,108,2010
24,104,.533,195,0,.000,6,42,48,36,796,livinsh01,"Livingston,Shaun",TOT,58,2010
24,5,.357,14,0,.000,2,0,0,10,130,livinsh01,"Livingston,Shaun",OKC,8,2010
24,99,.547,181,0,.000,4,42,48,26,666,livinsh01,"Livingston,Shaun",WAS,50,2010
21,563,.500,1127,0,.000,2,416,509,82,3027,lopezbr01,"Lopez,Brook",NJN,204,2010
21,171,.588,291,0,,0,88,125,51,986,lopezro01,"Lopez,Robin",PHO,41,2010
21,256,.474,540,35,.330,106,225,276,60,1714,loveke01,"Love,Kevin",MIN,117,2010
23,147,.448,328,37,.272,136,215,260,68,1651,lowryky01,"Lowry,Kyle",HOU,116,2010
30,444,.531,836,13,.260,50,460,551,70,2081,maggeco01,"Maggette,Corey",GSW,168,2010
31,28,.500,56,0,,0,21,59,36,359,magloja01,"Magloire,Jamaal",MIA,17,2010
23,35,.636,55,0,,0,31,47,26,165,mahinia01,"Mahinmi,Ian",SAS,15,2010
31,392,.516,759,3,.158,19,105,139,75,2385,mariosh01,"Marion,Shawn",DAL,99,2010
34,4,.500,8,0,,0,2,5,14,75,marksse01,"Marks,Sean",NOH,2,2010
25,33,.379,87,17,.347,49,24,30,18,390,martica01,"Martin,Cartier",TOT,19,2010
25,22,.386,57,10,.323,31,16,21,10,276,martica01,"Martin,Cartier",GSW,13,2010
25,11,.367,30,7,.389,18,8,9,8,114,martica01,"Martin,Cartier",WAS,6,2010
32,275,.465,591,8,.276,29,93,167,58,1986,martike01,"Martin,Kenyon",DEN,91,2010
26,219,.453,483,70,.333,210,298,340,46,1633,martike02,"Martin,Kevin",TOT,92,2010
26,96,.419,229,39,.355,110,127,155,22,774,martike02,"Martin,Kevin",SAC,35,2010
26,123,.484,254,31,.310,100,171,185,24,859,martike02,"Martin,Kevin",HOU,57,2010
32,5,.417,12,0,,0,3,4,5,66,masonde01,"Mason,Desmond",SAC,4,2010
29,105,.453,232,88,.333,264,27,34,79,1515,masonro01,"Mason,Roger",SAS,59,2010
23,210,.525,400,63,.382,165,160,193,82,2025,matthwe02,"Matthews,Wesley",UTA,93,2010
26,212,.512,414,0,.000,1,89,155,76,1550,maxieja01,"Maxiell,Jason",DET,68,2010
25,51,.477,107,0,.000,4,21,32,37,331,mayse01,"May,Sean",SAC,19,2010
22,132,.444,297,22,.310,71,52,72,81,1269,maynoer01,"Maynor,Eric",TOT,85,2010
22,47,.431,109,5,.208,24,25,33,26,363,maynoer01,"Maynor,Eric",UTA,28,2010
22,85,.452,188,17,.362,47,27,39,55,906,maynoer01,"Maynor,Eric",OKC,57,2010
22,406,.490,828,136,.383,355,212,262,82,3113,mayooj01,"Mayo,O.J.",MEM,176,2010
23,171,.486,352,6,.353,17,93,133,73,1866,mbahalu01,"Mbah a Moute,Luc",MIL,70,2010
35,205,.481,426,0,.000,2,36,57,77,1617,mcdyean01,"McDyess,Antonio",SAS,79,2010
22,156,.510,306,0,.000,1,74,116,60,968,mcgeeja01,"McGee,JaVale",WAS,51,2010
30,75,.439,171,16,.250,64,47,63,30,673,mcgratr01,"McGrady,Tracy",TOT,44,2010
30,6,.353,17,1,.500,2,4,6,6,46,mcgratr01,"McGrady,Tracy",HOU,1,2010
30,69,.448,154,15,.242,62,43,57,24,627,mcgratr01,"McGrady,Tracy",NYK,43,2010
24,19,.365,52,0,,0,0,7,51,307,mcguido01,"McGuire,Dominic",TOT,17,2010
24,15,.375,40,0,,0,0,5,41,240,mcguido01,"McGuire,Dominic",WAS,10,2010
24,4,.333,12,0,,0,0,2,10,67,mcguido01,"McGuire,Dominic",SAC,7,2010
22,68,.553,123,8,.348,23,19,38,42,524,mcrobjo01,"McRoberts,Josh",IND,19,2010
22,62,.456,136,42,.318,132,31,39,60,719,meeksjo01,"Meeks,Jodie",TOT,25,2010
22,41,.432,95,23,.280,82,18,21,41,486,meeksjo01,"Meeks,Jodie",MIL,20,2010
22,21,.512,41,19,.380,50,13,18,19,233,meeksjo01,"Meeks,Jodie",PHI,5,2010
26,13,.394,33,0,,0,13,24,20,120,mensapo01,"Mensah-Bonsu,Pops",TOT,10,2010
26,1,.250,4,0,,0,3,6,4,13,mensapo01,"Mensah-Bonsu,Pops",HOU,0,2010
26,12,.414,29,0,,0,10,18,16,107,mensapo01,"Mensah-Bonsu,Pops",TOR,10,2010
22,167,.484,345,74,.341,217,66,95,63,1497,milescj01,"Miles,C.J.",UTA,81,2010
24,100,.493,203,0,.000,1,15,28,32,685,milicda01,"Milicic,Darko",TOT,35,2010
24,8,.471,17,0,,0,0,0,8,71,milicda01,"Milicic,Darko",NYK,2,2010
24,92,.495,186,0,.000,1,15,28,24,614,milicda01,"Milicic,Darko",MIN,33,2010
33,388,.469,828,16,.200,80,322,392,82,2500,millean02,"Miller,Andre",POR,173,2010
33,213,.474,449,37,.280,132,182,220,82,1950,millebr01,"Miller,Brad",CHI,107,2010
29,135,.515,262,82,.480,171,70,85,54,1805,millemi01,"Miller,Mike",WAS,115,2010
21,8,.400,20,2,.500,4,4,7,10,38,millspa02,"Mills,Patty",POR,4,2010
24,384,.543,707,1,.111,9,183,264,82,2277,millspa01,"Millsap,Paul",UTA,116,2010
32,189,.553,342,0,,0,81,125,58,984,mohamna01,"Mohammed,Nazr",CHA,53,2010
29,82,.558,147,32,.320,100,36,45,61,1052,moonja01,"Moon,Jamario",CLE,23,2010
34,54,.600,90,0,,0,7,11,23,406,mooremi01,"Moore,Mikki",GSW,21,2010
24,23,.561,41,0,,0,16,27,28,124,morrira01,"Morris,Randolph",ATL,12,2010
25,27,.422,64,5,.238,21,5,8,31,241,morriad01,"Morrison,Adam",LAL,10,2010
24,189,.477,396,140,.456,307,101,114,69,2018,morroan01,"Morrow,Anthony",GSW,84,2010
20,7,.368,19,0,,0,0,0,13,54,mulleby01,"Mullens,Byron",OKC,4,2010
29,256,.533,480,128,.384,333,154,193,72,2344,murphtr01,"Murphy,Troy",IND,100,2010
30,199,.431,462,69,.312,221,141,194,75,1673,murraro01,"Murray,Ronald",TOT,91,2010
30,119,.425,280,41,.313,131,93,131,46,993,murraro01,"Murray,Ronald",CHA,65,2010
30,80,.440,182,28,.311,90,48,63,29,680,murraro01,"Murray,Ronald",CHI,26,2010
33,43,.524,82,19,.297,64,14,24,46,685,najered01,"Najera,Eduardo",TOT,25,2010
33,17,.472,36,3,.176,17,6,12,13,204,najered01,"Najera,Eduardo",NJN,12,2010
33,26,.565,46,16,.340,47,8,12,33,481,najered01,"Najera,Eduardo",DAL,13,2010
35,375,.540,694,124,.426,291,211,225,81,2660,nashst01,"Nash,Steve",PHO,295,2010
27,231,.481,480,86,.381,226,98,116,65,1860,nelsoja01,"Nelson,Jameer",ORL,139,2010
33,81,.544,149,0,,0,1,5,42,413,nestera01,"Nesterovic,Rasho",TOR,16,2010
24,262,.504,520,0,,0,163,219,64,1925,noahjo01,"Noah,Joakim",CHI,117,2010
30,138,.408,338,96,.386,249,71,99,75,1477,nocioan01,"Nocioni,Andres",SAC,67,2010
26,20,.541,37,22,.310,71,7,9,54,362,novakst01,"Novak,Steve",LAC,2,2010
31,669,.487,1375,51,.421,121,536,586,81,3039,nowitdi01,"Nowitzki,Dirk",DAL,149,2010
23,8,.571,14,0,.000,1,3,6,11,51,obryapa01,"O'Bryant,Patrick",TOR,5,2010
31,394,.530,743,0,.000,2,162,225,70,1991,onealje01,"O'Neal,Jermaine",MIA,125,2010
37,262,.567,462,0,.000,1,112,226,53,1240,onealsh01,"O'Neal,Shaquille",CLE,105,2010
34,35,.625,56,0,,0,13,17,57,650,obertfa01,"Oberto,Fabricio",WAS,36,2010
22,92,.605,152,0,,0,49,64,21,502,odengr01,"Oden,Greg",POR,39,2010
30,284,.510,557,58,.319,182,140,202,82,2585,odomla01,"Odom,Lamar",LAL,150,2010
27,348,.530,656,0,,0,154,274,82,2370,okafoem01,"Okafor,Emeka",NOH,111,2010
30,273,.486,562,82,.385,213,196,239,73,2149,okurme01,"Okur,Mehmet",UTA,127,2010
37,18,.409,44,0,.000,1,8,8,25,263,ollieke01,"Ollie,Kevin",OKC,6,2010
25,70,.398,176,40,.381,105,49,59,34,730,outlatr01,"Outlaw,Travis",TOT,32,2010
25,26,.371,70,12,.387,31,21,24,11,231,outlatr01,"Outlaw,Travis",POR,12,2010
25,44,.415,106,28,.378,74,28,35,23,499,outlatr01,"Outlaw,Travis",LAC,20,2010
25,120,.496,242,0,.000,4,93,143,78,1089,pachuza01,"Pachulia,Zaza",ATL,58,2010
30,94,.387,243,38,.275,138,42,45,63,829,pargoja01,"Pargo,Jannero",CHI,50,2010
34,98,.458,214,108,.414,261,75,95,81,2289,parkean01,"Parker,Anthony",CLE,71,2010
27,339,.497,682,10,.294,34,186,246,56,1728,parketo01,"Parker,Tony",SAS,149,2010
24,262,.514,510,52,.409,127,161,190,45,1712,paulch01,"Paul,Chris",NOH,112,2010
26,74,.407,182,35,.297,118,10,26,71,877,pavloal01,"Pavlovic,Sasha",MIN,53,2010
24,63,.463,136,14,.269,52,29,32,44,447,pecheol01,"Pecherov,Oleksiy",MIN,32,2010
25,314,.605,519,0,.000,3,163,280,78,2154,perkike01,"Perkins,Kendrick",BOS,165,2010
32,54,.415,130,62,.363,171,33,54,46,973,petermo01,"Peterson,Morris",NOH,27,2010
24,54,.540,100,0,.000,1,14,21,36,436,petrojo01,"Petro,Johan",DEN,23,2010
32,300,.497,604,109,.414,263,369,433,71,2411,piercpa01,"Pierce,Paul",BOS,166,2010
27,117,.502,233,116,.379,306,69,109,75,1687,pietrmi01,"Pietrus,Mickael",ORL,69,2010
33,45,.437,103,81,.335,242,66,80,77,1731,poseyja01,"Posey,James",NOH,51,2010
26,21,.429,49,0,,0,37,63,20,236,powele01,"Powe,Leon",CLE,11,2010
27,64,.360,178,7,.438,16,20,31,63,581,poweljo01,"Powell,Josh",LAL,33,2010
23,85,.472,180,60,.345,174,60,75,56,865,priceaj01,"Price,A.J.",IND,59,2010
26,80,.447,179,18,.286,63,41,59,60,806,pricero01,"Price,Ronnie",UTA,56,2010
29,255,.503,507,27,.370,73,70,98,49,1664,princta01,"Prince,Tayshaun",DET,60,2010
30,45,.523,86,0,,0,33,51,30,681,przybjo01,"Przybilla,Joel",POR,39,2010
26,10,.417,24,10,.313,32,6,6,25,223,quinnch01,"Quinn,Chris",NJN,10,2010
29,73,.442,165,30,.278,108,20,27,41,891,radmavl01,"Radmanovic,Vladimir",TOT,44,2010
29,7,.350,20,7,.318,22,4,6,8,133,radmavl01,"Radmanovic,Vladimir",CHA,5,2010
29,66,.455,145,23,.267,86,16,21,33,758,radmavl01,"Radmanovic,Vladimir",GSW,39,2010
20,136,.447,304,1,.200,5,109,136,33,749,randoan01,"Randolph,Anthony",GSW,49,2010
26,6,.333,18,0,,0,2,2,6,53,randosh01,"Randolph,Shavlik",TOT,3,2010
26,5,.333,15,0,,0,0,0,3,47,randosh01,"Randolph,Shavlik",MIA,2,2010
26,1,.333,3,0,,0,2,2,3,6,randosh01,"Randolph,Shavlik",POR,1,2010
28,637,.496,1284,15,.288,52,362,465,81,3051,randoza01,"Randolph,Zach",MEM,174,2010
36,70,.461,152,0,,0,38,50,49,807,ratlith01,"Ratliff,Theo",TOT,41,2010
36,16,.444,36,0,,0,2,4,21,183,ratlith01,"Ratliff,Theo",SAS,16,2010
36,54,.466,116,0,,0,36,46,28,624,ratlith01,"Ratliff,Theo",CHA,25,2010
30,57,.373,153,18,.300,60,47,66,18,492,reddmi01,"Redd,Michael",MIL,15,2010
25,132,.473,279,111,.405,274,191,222,82,1808,redicjj01,"Redick,J.J.",ORL,63,2010
25,15,.517,29,0,,0,7,11,18,224,richach01,"Richard,Chris",CHI,14,2010
29,316,.528,598,157,.393,400,136,184,79,2485,richaja01,"Richardson,Jason",PHO,92,2010
29,100,.493,203,142,.397,358,52,71,76,2082,richaqu01,"Richardson,Quentin",MIA,62,2010
28,259,.513,505,69,.381,181,127,140,82,1759,ridnolu01,"Ridnour,Luke",MIL,106,2010
25,128,.474,270,87,.390,223,50,67,56,1115,robinna01,"Robinson,Nate",TOT,73,2010
25,101,.505,200,51,.375,136,42,54,30,733,robinna01,"Robinson,Nate",NYK,53,2010
25,27,.386,70,36,.414,87,8,13,26,382,robinna01,"Robinson,Nate",BOS,20,2010
23,135,.519,260,32,.352,91,68,93,66,1048,rodrise01,"Rodriguez,Sergio",TOT,114,2010
23,73,.493,148,15,.357,42,43,62,39,517,rodrise01,"Rodriguez,Sergio",SAC,59,2010
23,62,.554,112,17,.347,49,25,31,27,531,rodrise01,"Rodriguez,Sergio",NYK,55,2010
23,442,.536,824,17,.213,80,175,282,81,2963,rondora01,"Rondo,Rajon",BOS,246,2010
21,656,.500,1313,16,.267,60,259,338,78,2871,rosede01,"Rose,Derrick",CHI,217,2010
28,36,.400,90,4,.190,21,8,14,52,562,rossqu01,"Ross,Quinton",TOT,11,2010
28,20,.465,43,3,.231,13,5,8,27,301,rossqu01,"Ross,Quinton",DAL,3,2010
28,16,.340,47,1,.125,8,3,6,25,261,rossqu01,"Ross,Quinton",WAS,8,2010
25,418,.512,817,73,.330,221,343,440,65,2419,roybr01,"Roy,Brandon",POR,129,2010
24,173,.433,400,124,.411,302,56,89,82,2491,rushbr01,"Rush,Brandon",IND,93,2010
29,3,.375,8,1,.333,3,0,0,7,58,rushka01,"Rush,Kareem",LAC,3,2010
30,319,.468,682,118,.382,309,253,305,81,2824,salmojo01,"Salmons,John",TOT,123,2010
30,157,.441,356,73,.380,192,116,147,51,1695,salmojo01,"Salmons,John",CHI,70,2010
30,162,.497,326,45,.385,117,137,158,30,1129,salmojo01,"Salmons,John",MIL,53,2010
31,13,.361,36,16,.327,49,4,6,52,472,scalabr01,"Scalabrine,Brian",BOS,17,2010
29,559,.515,1085,1,.200,5,208,267,82,2671,scolalu01,"Scola,Luis",HOU,163,2010
25,153,.494,310,41,.313,131,60,89,82,2348,sefolth01,"Sefolosha,Thabo",OKC,90,2010
23,252,.467,540,1,.067,15,167,233,82,1732,sessira01,"Sessions,Ramon",MIN,137,2010
29,22,.407,54,20,.317,63,18,20,23,395,simmobo01,"Simmons,Bobby",NJN,19,2010
28,90,.415,217,7,.189,37,53,62,57,977,singlja01,"Singleton,James",TOT,49,2010
28,19,.452,42,5,.227,22,6,6,25,211,singlja01,"Singleton,James",DAL,12,2010
28,71,.406,175,2,.133,15,47,56,32,766,singlja01,"Singleton,James",WAS,37,2010
33,10,.400,25,0,,0,6,8,16,123,skinnbr01,"Skinner,Brian",LAC,7,2010
26,225,.574,392,1,.200,5,132,208,75,1232,smithcr01,"Smith,Craig",LAC,88,2010
24,270,.477,566,158,.338,467,142,201,75,2082,smithjr01,"Smith,J.R.",DEN,139,2010
23,65,.448,145,10,.345,29,29,42,56,658,smithja02,"Smith,Jason",PHI,35,2010
34,76,.409,186,1,.143,7,39,48,64,592,smithjo02,"Smith,Joe",ATL,22,2010
24,504,.508,992,0,.000,7,261,422,81,2871,smithjo03,"Smith,Josh",ATL,198,2010
31,240,.498,482,1,.167,6,60,74,75,1410,songada01,"Songaila,Darius",NOH,81,2010
22,212,.483,439,0,.000,5,108,145,62,1016,speigma01,"Speights,Marreese",PHI,51,2010
35,84,.452,186,45,.346,130,55,69,42,855,stackje01,"Stackhouse,Jerry",MIL,66,2010
28,27,.355,76,19,.218,87,25,35,64,883,stevede01,"Stevenson,DeShawn",TOT,30,2010
28,18,.439,41,11,.177,62,18,25,40,616,stevede01,"Stevenson,DeShawn",WAS,24,2010
28,9,.257,35,8,.320,25,7,10,24,267,stevede01,"Stevenson,DeShawn",DAL,6,2010
32,146,.435,336,132,.375,352,96,107,62,1947,stojape01,"Stojakovic,Peja",NOH,56,2010
27,703,.559,1258,1,.167,6,487,632,82,2838,stoudam01,"Stoudemire,Amar'e",PHO,213,2010
23,431,.418,1030,18,.228,79,299,359,73,2499,stuckro01,"Stuckey,Rodney",DET,163,2010
22,31,.352,88,15,.357,42,27,38,44,405,summeda01,"Summers,DaJuan",DET,16,2010
23,40,.412,97,5,.227,22,33,46,31,303,tayloje02,"Taylor,Jermaine",HOU,19,2010
21,83,.426,195,7,.219,32,41,49,71,719,teaguje01,"Teague,Jeff",ATL,50,2010
24,70,.483,145,13,.232,56,29,37,43,659,telfase01,"Telfair,Sebastian",TOT,50,2010
24,56,.471,119,11,.234,47,24,31,39,582,telfase01,"Telfair,Sebastian",LAC,44,2010
24,14,.538,26,2,.222,9,5,6,4,77,telfase01,"Telfair,Sebastian",CLE,6,2010
23,31,.484,64,13,.351,37,35,50,27,334,templga01,"Temple,Garrett",TOT,27,2010
23,10,.588,17,3,.250,12,16,24,9,118,templga01,"Temple,Garrett",HOU,14,2010
23,3,.500,6,0,.000,2,5,5,5,23,templga01,"Temple,Garrett",SAC,2,2010
23,18,.439,41,10,.435,23,14,21,13,193,templga01,"Temple,Garrett",SAS,11,2010
32,320,.479,668,136,.365,373,232,268,77,2540,terryja01,"Terry,Jason",DAL,109,2010
22,77,.588,131,0,,0,54,93,68,883,thabeha01,"Thabeet,Hasheem",MEM,43,2010
31,31,.456,68,0,,0,13,22,23,321,thomaet01,"Thomas,Etan",OKC,18,2010
32,17,.486,35,0,,0,7,12,26,313,thomake01,"Thomas,Kenny",SAC,17,2010
37,99,.476,208,0,,0,12,15,70,1049,thomaku01,"Thomas,Kurt",MIL,48,2010
32,33,.524,63,16,.372,43,21,24,18,285,thomati01,"Thomas,Tim",DAL,14,2010
23,194,.465,417,0,.000,3,120,175,54,1220,thomaty01,"Thomas,Tyrus",TOT,92,2010
23,99,.485,204,0,.000,1,58,90,29,678,thomaty01,"Thomas,Tyrus",CHI,52,2010
23,95,.446,213,0,.000,2,62,85,25,542,thomaty01,"Thomas,Tyrus",CHA,40,2010
23,369,.477,774,1,.100,10,198,277,75,2357,thompja02,"Thompson,Jason",SAC,139,2010
26,309,.479,645,11,.355,31,153,211,75,2079,thornal01,"Thornton,Al",TOT,102,2010
26,215,.482,446,5,.357,14,103,139,51,1405,thornal01,"Thornton,Al",LAC,66,2010
26,94,.472,199,6,.353,17,50,72,24,674,thornal01,"Thornton,Al",WAS,36,2010
22,281,.493,570,117,.374,313,144,177,73,1872,thornma01,"Thornton,Marcus",NOH,76,2010
31,45,.446,101,7,.179,39,22,27,38,589,tinslja01,"Tinsley,Jamaal",MEM,63,2010
24,143,.481,297,50,.329,152,103,134,46,1427,tollian01,"Tolliver,Anthony",TOT,46,2010
24,0,,0,0,.000,1,0,0,2,4,tollian01,"Tolliver,Anthony",POR,0,2010
24,143,.481,297,50,.331,151,103,134,44,1423,tollian01,"Tolliver,Anthony",GSW,46,2010
25,16,.500,32,1,.143,7,16,21,15,96,tuckeal02,"Tucker,Alando",TOT,5,2010
25,12,.522,23,1,.143,7,16,21,11,71,tuckeal02,"Tucker,Alando",PHO,4,2010
25,4,.444,9,0,,0,0,0,4,25,tuckeal02,"Tucker,Alando",MIN,1,2010
27,85,.586,145,0,.000,1,37,78,42,872,turiaro01,"Turiaf,Ronny",GSW,49,2010
30,168,.436,385,108,.374,289,175,226,74,2272,turkohe01,"Turkoglu,Hedo",TOR,125,2010
32,65,.433,150,26,.286,91,42,57,69,944,udokaim01,"Udoka,Ime",SAC,42,2010
27,340,.530,642,75,.377,199,118,141,79,2477,udrihbe01,"Udrih,Beno",SAC,136,2010
25,11,.611,18,3,.250,12,9,11,13,97,ukicro01,"Ukic,Roko",MIL,6,2010
27,266,.576,462,1,.200,5,116,175,76,2166,varejan01,"Varejao,Anderson",CLE,67,2010
25,264,.484,545,99,.351,282,106,130,78,1848,villach01,"Villanueva,Charlie",DET,74,2010
25,41,.494,83,25,.309,81,28,33,67,575,vujacsa01,"Vujacic,Sasha",LAL,17,2010
28,646,.509,1268,73,.300,243,534,702,77,2792,wadedw01,"Wade,Dwyane",MIA,252,2010
22,70,.603,116,50,.431,116,39,49,35,768,walkebi01,"Walker,Henry",TOT,28,2010
22,3,.500,6,0,,0,2,2,8,29,walkebi01,"Walker,Henry",BOS,2,2010
22,67,.609,110,50,.431,116,37,47,27,739,walkebi01,"Walker,Henry",NYK,26,2010
35,158,.545,290,0,.000,2,65,160,69,1975,wallabe01,"Wallace,Ben",DET,64,2010
27,404,.503,803,52,.371,140,422,544,76,3119,wallage01,"Wallace,Gerald",CHA,178,2010
35,184,.511,360,82,.283,290,96,125,79,1780,wallara01,"Wallace,Rasheed",BOS,63,2010
29,23,.343,67,7,.412,17,2,4,29,272,waltolu01,"Walton,Luke",LAL,12,2010
27,264,.486,543,1,.143,7,202,274,76,1557,warriha01,"Warrick,Hakim",TOT,80,2010
27,181,.487,372,1,.167,6,125,172,48,1024,warriha01,"Warrick,Hakim",MIL,57,2010
27,83,.485,171,0,.000,1,77,102,28,533,warriha01,"Warrick,Hakim",CHI,23,2010
25,202,.527,383,45,.310,145,128,166,65,1788,watsocj01,"Watson,C.J.",GSW,69,2010
30,170,.500,340,53,.288,184,120,169,79,2322,watsoea01,"Watson,Earl",IND,175,2010
23,5,.357,14,7,.368,19,5,6,12,144,weaveky01,"Weaver,Kyle",OKC,4,2010
23,135,.440,307,124,.373,332,126,155,82,2005,webstma02,"Webster,Martell",POR,60,2010
23,234,.528,443,2,.133,15,44,64,69,1368,weemsso01,"Weems,Sonny",TOR,65,2010
29,612,.510,1199,7,.259,27,296,342,81,2949,westda01,"West,David",NOH,173,2010
26,169,.471,359,25,.325,77,115,142,60,1500,westde01,"West,Delonte",CLE,90,2010
25,12,.600,20,0,.000,1,6,10,39,142,westma02,"West,Mario",ATL,7,2010
21,462,.438,1056,23,.221,104,329,422,82,2813,westbru01,"Westbrook,Russell",OKC,268,2010
23,25,.610,41,0,,0,9,10,12,102,whitedj01,"White,D.J.",OKC,3,2010
27,63,.525,120,0,,0,26,52,34,441,wilcoch01,"Wilcox,Chris",DET,38,2010
30,147,.459,320,18,.295,61,103,129,80,1585,wilkida02,"Wilkins,Damien",MIN,76,2010
30,4,.444,9,2,.667,3,2,4,4,59,wilksmi01,"Wilks,Mike",OKC,4,2010
25,398,.501,794,96,.371,259,335,418,76,2802,willide01,"Williams,Deron",UTA,252,2010
34,105,.512,205,84,.380,221,31,41,82,1703,willija02,"Williams,Jason",ORL,87,2010
26,51,.451,113,30,.323,93,32,45,54,742,willija04,"Williams,Jawad",CLE,18,2010
23,248,.527,471,70,.340,206,192,233,64,1912,willilo02,"Williams,Lou",PHI,106,2010
24,80,.421,190,24,.296,81,37,55,62,872,willima03,"Williams,Marcus",MEM,74,2010
23,262,.492,532,40,.303,132,176,215,81,2468,willima02,"Williams,Marvin",ATL,72,2010
27,219,.452,484,159,.429,371,177,198,69,2359,willima01,"Williams,Mo",CLE,173,2010
